numero_cuenta,cliente_id,tipo_cuenta
GB12NKRF794826138913,C00061697,chequera
GB59CMWA202465115451,C00005342,dolares
GB81DKEF092399560531,C00027049,dolares
GB77UUHJ287547697226,C00027544,ahorro
GB38DHSP496095658727,C00020136,dolares
GB24WNCN750612020078,C00061069,chequera
GB36TPEF291570103842,C00002673,chequera
GB37WPNN209396598624,C00016734,nomina
GB66QYZR583041369424,C00049769,chequera
GB66WDCC905725406083,C00040996,nomina
GB30FUQO777719992349,C00056452,chequera
GB04CPXT084128496314,C00069669,nomina
GB19SKBF220063092325,C00079824,chequera
GB98TKCW300863943923,C00045054,ahorro
GB88FEVO788482594223,C00092607,ahorro
GB58EMZV704954215327,C00020764,nomina
GB46DPMM619376773395,C00015463,chequera
GB98AKAI966790093890,C00077459,ahorro
GB74JQTF345808238854,C00091202,ahorro
GB90LMNN019278641633,C00001707,dolares
GB08PLUR154809756781,C00083095,dolares
GB69IYVQ640207991014,C00069565,nomina
GB71IJXC853035026005,C00009078,nomina
GB32XSWY447521538709,C00069810,chequera
GB21QMOV276437828537,C00023632,ahorro
GB37BBMA283778238013,C00056341,corriente
GB94LVJS006245451118,C00099114,corriente
GB84BDFZ519042496739,C00002434,nomina
GB74DQMK032627452159,C00022363,corriente
GB95FFOB303155037434,C00048288,nomina
GB59LXCA655819506061,C00074986,corriente
GB95MDKN504347426943,C00038288,chequera
GB46ACBG047009535933,C00044321,chequera
GB45FQMI914863161457,C00083945,ahorro
GB66HVDO651513546377,C00015370,chequera
GB03XKOE505149038327,C00072202,nomina
GB62RHJJ716791202731,C00013425,chequera
GB38IIVE440579377444,C00067232,chequera
GB94CLCG832074826154,C00020152,ahorro
GB79JVKH023587464196,C00026036,chequera
GB25ASFH476929907074,C00078052,corriente
GB24NJFH746643585704,C00023744,dolares
GB69SIWV727069956738,C00000590,corriente
GB78JJBK843181753579,C00031988,dolares
GB23XUIM307920425408,C00064969,nomina
GB91VQIT977530796760,C00018190,dolares
GB53WEFQ362683196792,C00022107,nomina
GB23LYCZ418281482373,C00095703,chequera
GB70GTCH505267192240,C00001400,nomina
GB32VJJH741429498193,C00072253,corriente
GB32HHMZ003362615032,C00044501,dolares
GB52GTWV648646465963,C00040129,chequera
GB93XYRW281075451643,C00007384,ahorro
GB39FAWX555266358760,C00018817,nomina
GB59QJFT458581427755,C00000938,dolares
GB22EPUR057590810581,C00054620,corriente
GB09ZDRW028410986763,C00014424,ahorro
GB24XSPI875486375987,C00001676,ahorro
GB25OXNN338310720870,C00074890,dolares
GB78ERRE047557945416,C00068328,corriente
GB67SMDM996445844549,C00088454,nomina
GB95HTDL198519760433,C00044709,nomina
GB76GTVH065130105116,C00037034,chequera
GB49JEXE575382785799,C00074170,corriente
GB78WWHD610795328934,C00079706,chequera
GB55ASZL093122206141,C00034525,ahorro
GB21HGTB304450984906,C00059531,chequera
GB86HYZH116995665947,C00081304,nomina
GB88YIBB745332791938,C00035548,nomina
GB60PVLW346505169345,C00027775,nomina
GB27FINQ089194801725,C00012671,ahorro
GB73ODFU039474324829,C00029363,ahorro
GB16WCDO867690706362,C00025343,ahorro
GB10BMLU992794362398,C00097155,ahorro
GB96TMCE656121271826,C00046253,nomina
GB16QZPO699876331081,C00085299,chequera
GB24UGMR392279359330,C00030566,nomina
GB79FRGP778289185453,C00057305,nomina
GB89RIIF181996887727,C00074055,ahorro
GB48OTLF999024215540,C00099936,chequera
GB35QVSD046439302877,C00010401,chequera
GB43XWCO571410583081,C00084097,dolares
GB32SRUR828886003069,C00050601,corriente
GB53YUGA136196625625,C00049242,corriente
GB39LCNL828160595565,C00038304,corriente
GB92ONFE721615361944,C00096709,ahorro
GB64RSQQ991994004458,C00007684,chequera
GB48RPCI433492520726,C00015221,dolares
GB16RETE806894571899,C00030291,dolares
GB03AJFX111436860202,C00043584,dolares
GB77MRKV570909657872,C00023760,dolares
GB03ALUY137305054085,C00085238,ahorro
GB52LMWH100937101174,C00075533,nomina
GB83MMYY142089548277,C00027444,nomina
GB84ZBVS708551134896,C00050222,chequera
GB41NZCL093851572621,C00016247,chequera
GB57MFDB966300284798,C00021400,chequera
GB64NSDG079088926291,C00029440,chequera
GB47LQFR774031114633,C00018579,nomina
GB36NSPI842100846602,C00003089,corriente
GB32YZDF923006220551,C00019734,corriente
GB54IKCN731587784414,C00051453,chequera
GB79LJDD187448906772,C00067096,nomina
GB30IYXU390436484357,C00026661,nomina
GB88YULG583003715180,C00093055,dolares
GB23SNKU141603752082,C00019700,dolares
GB33TXVZ122584001422,C00029294,ahorro
GB53XYTZ529787378965,C00039957,dolares
GB30STCM579478732977,C00082066,corriente
GB17BIRW160500057032,C00057637,corriente
GB95FUJD406474084796,C00015116,dolares
GB28IPXL261929076231,C00055087,ahorro
GB86GURK533976160311,C00083241,corriente
GB89QBCG297274715337,C00004752,chequera
GB67FYEX574521369525,C00050160,nomina
GB31EKSK851723574677,C00057605,dolares
GB87VRDD824328817687,C00051172,chequera
GB68UBNW239340201735,C00062660,chequera
GB77LZRO027393523948,C00040302,nomina
GB44PGIJ716230662354,C00016924,chequera
GB68DQFX877805300054,C00003931,nomina
GB15OZAL296709859629,C00076380,nomina
GB61RHXP537731089046,C00011844,dolares
GB44LXGW319861603158,C00023228,corriente
GB94LPPD189070695896,C00061190,dolares
GB78ULWC746844437017,C00018672,ahorro
GB50FHCK790688503194,C00016594,nomina
GB68KEDR494612375022,C00091000,chequera
GB60WTBO103966710399,C00070251,dolares
GB34RVEW122369623231,C00031452,ahorro
GB38MGDZ128775058638,C00074595,nomina
GB81ALUF952548055936,C00038763,chequera
GB62WJFX763935398669,C00086155,ahorro
GB48AQXR439855053575,C00022802,nomina
GB42ZGFI368365381286,C00064387,dolares
GB72OSJE608784149739,C00018894,chequera
GB86PNLG599077883543,C00014741,corriente
GB93VYTO297270485763,C00045942,corriente
GB96DEQS132054249515,C00073546,nomina
GB69KOGM765445445667,C00084149,chequera
GB19FGNR190438668862,C00007989,dolares
GB59RSHW720570411908,C00020448,chequera
GB22MIBK139848781475,C00015739,chequera
GB56BFIB940080917992,C00097573,chequera
GB41YCYG341500843659,C00028088,nomina
GB44DSKN057439826177,C00088756,corriente
GB58LWVO533620707272,C00077498,chequera
GB35KLQX741720488224,C00043963,ahorro
GB94RLLC749636873752,C00051324,chequera
GB91OPHD233529864269,C00042327,nomina
GB51WJCE763053995133,C00061172,nomina
GB28QREL494718705047,C00006700,chequera
GB96OTMJ454338551660,C00045323,chequera
GB63QOTK286425549233,C00060316,corriente
GB15CHCW992551281492,C00092664,chequera
GB13GVGF846379085320,C00090530,nomina
GB28MPBB063972251863,C00004888,chequera
GB17CXHF450090639268,C00046559,dolares
GB44BVJM035340771667,C00098026,dolares
GB46FOZJ020721361016,C00023806,corriente
GB33ECXF573989167156,C00017833,chequera
GB66QSCE466775745792,C00010291,dolares
GB29OYFS953610445536,C00017893,dolares
GB57HVCF896536459013,C00060093,ahorro
GB33PZKM289949513780,C00066016,corriente
GB54VDYI197223324416,C00027473,nomina
GB98BLQS302932457476,C00006624,chequera
GB34VIDO854546951817,C00025200,chequera
GB68VGBB268249813251,C00090449,corriente
GB51BRKB180467261423,C00079580,corriente
GB73KQVB677668890816,C00062812,ahorro
GB31HSOQ881018594380,C00086746,nomina
GB43XLYR884365178465,C00003064,corriente
GB46MQGY245557780613,C00054832,chequera
GB57EYUI938464950755,C00078474,ahorro
GB48LKCA328338272465,C00087536,chequera
GB45GWTQ102596332803,C00016537,corriente
GB08HINY832451096982,C00033708,dolares
GB72FZXK483777853612,C00034212,dolares
GB42IHKQ404173542266,C00018801,dolares
GB75RWUA786986716140,C00041155,ahorro
GB90QMPU756596375320,C00038747,corriente
GB57BPED260994607776,C00090864,ahorro
GB44PVUK298881522838,C00006968,corriente
GB56IBIC551314561831,C00053923,nomina
GB95JRBS489575391265,C00089426,chequera
GB48WHDS227326100611,C00020903,dolares
GB84OYPR215083323720,C00012081,nomina
GB78ATWG424912360898,C00048161,dolares
GB32YZQN985313327215,C00015122,corriente
GB84TYIO955964983891,C00071349,dolares
GB19KBDB934452754236,C00078124,ahorro
GB74ADXR274416981640,C00055152,ahorro
GB65UBXB900086826909,C00013381,ahorro
GB45GGZY905246029831,C00005768,dolares
GB16YXMX772844661307,C00001841,chequera
GB47RDKM952853048128,C00006704,dolares
GB83OMSZ839388957011,C00060491,ahorro
GB42PSKP737538530155,C00050172,dolares
GB26WPMR350467371344,C00014592,chequera
GB09QYAM524480254350,C00051467,dolares
GB53NFLI103505245786,C00070514,corriente
GB47ZZVB727673919725,C00035643,nomina
GB16BMKG025574954567,C00038185,corriente
GB97HHXC087425854117,C00065194,dolares
GB71SQLG619664505650,C00061743,ahorro
GB86HONN751681718745,C00089206,nomina
GB61YMVN950169490037,C00007778,dolares
GB35DMUB973260916277,C00035859,nomina
GB93WHAC889918771746,C00002046,nomina
GB65KGWE654424679889,C00097974,ahorro
GB57QLZQ189619815989,C00034339,ahorro
GB19IILT864914363569,C00044580,corriente
GB32QURJ078506021981,C00081848,ahorro
GB79NBXX662846704343,C00055874,chequera
GB06WHVR585876822092,C00055414,ahorro
GB25XOUG413636001643,C00069372,nomina
GB92GZTD031962883001,C00048622,ahorro
GB30UYJA760930058438,C00018359,ahorro
GB58HAKH963559258286,C00005880,dolares
GB74MSFC047926934614,C00052689,dolares
GB72WCUD974900012703,C00013097,nomina
GB30FCTT167415655521,C00043163,dolares
GB24HMTI990598116685,C00037618,nomina
GB59WVDN965647664631,C00025855,nomina
GB56YSOQ831215954279,C00008306,ahorro
GB68YRUG086774963820,C00066402,corriente
GB18NIYX714777693548,C00024920,chequera
GB09LVAT094099231526,C00035311,corriente
GB97FVNM829738140232,C00015943,chequera
GB76ZHYR923439072844,C00077518,nomina
GB78YLAN106410013130,C00016148,dolares
GB40YFSA353765508830,C00090265,nomina
GB39SGWM237970730405,C00017553,dolares
GB10CKXM559168976573,C00036371,ahorro
GB37ZZMA844222601252,C00036425,chequera
GB17JIMM723417250970,C00051917,corriente
GB41QNIS042790276326,C00050354,chequera
GB71SYGV783740475196,C00042266,chequera
GB92XPHG259585353749,C00090191,corriente
GB63WTCV050166461099,C00087160,chequera
GB25ZQGU886595410812,C00044693,corriente
GB62PRSS845106804794,C00028823,ahorro
GB03IPPF554065396242,C00057113,ahorro
GB02OYBG380618253044,C00045435,chequera
GB70NORG244743371234,C00019656,chequera
GB42TNBP898347161751,C00022386,dolares
GB78ADTN015225172505,C00055334,dolares
GB29TPNY494497777449,C00093021,chequera
GB54CKLA324066687977,C00054370,corriente
GB72YZSP272225015207,C00063127,dolares
GB93CXOP639720151262,C00026656,chequera
GB16XNIP626980583919,C00045281,nomina
GB31JAMO771889169889,C00011408,corriente
GB32XRCL197234114698,C00072949,dolares
GB45OKSF727086051895,C00039664,corriente
GB68LPZF388313742870,C00012034,chequera
GB51MIMU589249917973,C00035985,corriente
GB09NWLY355046572454,C00088463,ahorro
GB75ZUHC713351024669,C00077221,dolares
GB86JYIF117136403115,C00047719,chequera
GB79PCSY628782245739,C00070346,dolares
GB85XANS550630565361,C00065962,chequera
GB45OZMT876321209831,C00040815,dolares
GB81WSLQ925629575883,C00096098,corriente
GB76FOSB484172422140,C00037006,nomina
GB88ACNZ889444795366,C00096106,nomina
GB65SXVH370644703854,C00075179,corriente
GB36FULT807723271656,C00014549,dolares
GB32JSWL118597271443,C00020464,chequera
GB19PBJJ581181530273,C00033006,nomina
GB54KKEO619210907443,C00036405,chequera
GB72AZQS169751544792,C00053078,nomina
GB76YQAF587569542644,C00072350,ahorro
GB09OHHS503482998600,C00079144,corriente
GB34EXDM353129574431,C00043621,dolares
GB10NNNZ073059401793,C00081659,chequera
GB23YNKB527252833060,C00041377,corriente
GB84ZQGJ675726280536,C00085978,nomina
GB33YESF559029949991,C00056395,corriente
GB81GBTD812439775643,C00089787,chequera
GB07SFVK615754452853,C00094554,corriente
GB18NUXH547836016637,C00001271,corriente
GB63JQLJ020062376820,C00007807,corriente
GB32XBNF919927831577,C00081075,dolares
GB08AVAH892014138404,C00046836,corriente
GB29ATNZ616167161683,C00081326,dolares
GB43BKAF244965336064,C00041231,nomina
GB42PVYK650744255947,C00063448,ahorro
GB32EOIA851503813941,C00082996,dolares
GB63UOEB461103689637,C00004788,chequera
GB58MGEX172567150947,C00054111,nomina
GB86PFIG178326647935,C00027570,ahorro
GB32CYLC804625789241,C00006406,corriente
GB40ETMG612934076742,C00010067,dolares
GB32DHQJ310228042073,C00089805,chequera
GB31PKYU305253012311,C00049849,chequera
GB49TZUT817943166787,C00007236,chequera
GB82DXVS759464083823,C00080000,nomina
GB72QJOI124119935570,C00047895,corriente
GB81TMIP016149121546,C00060508,corriente
GB39CGGF911417278473,C00000259,dolares
GB31WLMO186059110080,C00044527,corriente
GB22EEYC662592700125,C00016795,nomina
GB85NYDC951654350002,C00033007,ahorro
GB34IUKA711502498356,C00007710,ahorro
GB57TDCG001078287881,C00035841,dolares
GB08POFW204845998986,C00042507,dolares
GB05DKEE608731245037,C00059712,ahorro
GB62HMMA416564081223,C00066294,corriente
GB10FSPU587665113649,C00006225,corriente
GB31UZTQ762193083157,C00082963,chequera
GB25SQMH320255509411,C00065552,nomina
GB64LNZS837605555818,C00011905,ahorro
GB41GOKJ681649046360,C00095913,chequera
GB48DPVT566713519318,C00042383,nomina
GB05GYBX925670444954,C00091582,ahorro
GB07FAMZ349414788697,C00059693,chequera
GB10HSPD053615363328,C00004108,chequera
GB32AGAG492677606944,C00032210,dolares
GB09OVPX244041154175,C00030867,ahorro
GB87SYZM792871029967,C00073392,corriente
GB22OIIN954790957613,C00073406,ahorro
GB44HFAV012055175803,C00065714,corriente
GB48LVPJ174400569818,C00016287,dolares
GB28OOAR745177626197,C00054451,nomina
GB62DBVK674182577566,C00086109,corriente
GB90GZWR682387414568,C00038002,nomina
GB81ZLLE999596191714,C00022186,ahorro
GB55ZNVW394702282231,C00027093,corriente
GB11DYDZ016534951025,C00058938,dolares
