usuario_id,cliente_id,telefono,numero_cuenta
US0010363,C00006878,44322136,GB62TRNP704466708965
US0010364,C00005550,65912493,GB18KDCM918129280096
US0010365,C00002046,91621512,GB03XWPB894355242888
US0010366,C00004871,22209129,GB53DEQY938690014762
US0010367,C00007881,40298648,GB79SNSV124823683631
US0010368,C00001714,1855353,GB33TIHP264760070748
US0010369,C00005870,88641103,GB86CDXA266212318125
US0010370,C00008098,81795780,GB40BWSY977089765195
US0010371,C00001493,8028569,GB06SQPN196737732673
US0010372,C00007764,17137078,GB79ZOOC042353893876
US0010373,C00009962,40107162,GB88XKIQ479179879152
US0010374,C00005856,51748380,GB44LPXL631637890205
US0010375,C00000705,78762539,GB25JAUZ158718928066
US0010376,C00003549,85014065,GB96UPYC666949378822
US0010377,C00000633,79020964,GB28UBPW601751312655
US0010378,C00009852,53780305,GB81QXNT594400026295
US0010379,C00000898,63640963,GB03UTND913081936242
US0010380,C00005331,36142355,GB46OKRO884394238246
US0010381,C00005613,29021130,GB83UUOY136109381714
US0010382,C00004379,11142228,GB16ZNUO184276923437
US0010383,C00008857,16729615,GB11KLBF792410150029
US0010384,C00001079,11276940,GB68RCNN214818050753
US0010385,C00000872,48080459,GB74FJUM583518816903
US0010386,C00008313,4377871,GB65CPRZ329578779893
US0010387,C00007831,19864617,GB87QBPL278148223430
US0010388,C00002550,33776017,GB53QEFJ251658532586
US0010389,C00007900,99867041,GB73YLHE218763826379
US0010390,C00009533,80557077,GB31NLHR134801929934
US0010391,C00008628,58603674,GB41JCLA447231854621
US0010392,C00003729,80378747,GB40IKKX472586581672
US0010393,C00009869,88505038,GB06CMQR701962547675
US0010394,C00001923,30762455,GB34IRQU847081613671
US0010395,C00003785,68546385,GB88DLTY060104652423
US0010396,C00007731,3138576,GB31LQLK507091619866
US0010397,C00008919,91894305,GB70AUVT728641100090
US0010398,C00006193,18926604,GB58LPIO355934021552
US0010399,C00001101,55257051,GB33PUYO433334251917
US0010400,C00003675,8911857,GB36WKNC407419682497
US0010401,C00006212,14026358,GB73SODE057040045251
US0010402,C00005303,5078194,GB80AMKG091880680219
US0010403,C00006365,60039362,GB69KCPA184589684190
US0010404,C00000913,72474978,GB79YUWI306904963345
US0010405,C00007435,42451265,GB43ALKI670016605399
US0010406,C00008132,3726011,GB36BJKE895935017663
US0010407,C00007158,53936542,GB44TNCO623194532428
US0010408,C00003567,16891858,GB79YROV318651897314
US0010409,C00007725,2452786,GB64PIEJ868257289229
US0010410,C00001833,79533227,GB17BXSP687885116827
US0010411,C00000448,30285989,GB84TIVQ275996161424
US0010412,C00009107,86752568,GB40NTYH669436546970
US0010413,C00002692,63703125,GB31MFMO411457202141
US0010414,C00002769,23251697,GB22AAPN580064624850
US0010415,C00007512,90737568,GB71CSNR397112134748
US0010416,C00005031,928660,GB70AHVR609279235552
US0010417,C00001129,76790395,GB31IDPT702587575499
US0010418,C00001167,34423728,GB08FRBN776652660291
US0010419,C00008438,89516436,GB88MCDQ586543682679
US0010420,C00007405,57007666,GB27XZZE099824640449
US0010421,C00003726,35045553,GB56AHML093689403680
US0010422,C00006816,77837180,GB76QJFV722551213513
US0010423,C00007374,71894481,GB60GLTJ128602850106
US0010424,C00002484,54475481,GB74GFVJ628680897615
US0010425,C00000107,88398699,GB26EWVK670650341177
US0010426,C00004313,40079938,GB10LFIG421857235595
US0010427,C00003059,93199749,GB27JOMQ813741739910
US0010428,C00002551,32908432,GB72XZAD162521755026
US0010429,C00001099,7800984,GB81IHAN188164200503
US0010430,C00006730,75858646,GB23PHSS579661810038
US0010431,C00002241,99834328,GB83YNDW820649005738
US0010432,C00004752,69885255,GB71VXYU760131886107
US0010433,C00005119,13034772,GB06FRXR464637992860
US0010434,C00004135,81777050,GB89LRDG825492379176
US0010435,C00006502,14258156,GB02ZTEA794885503845
US0010436,C00004497,66774538,GB04VJZC953754565771
US0010437,C00004660,49187985,GB26RYUR205054920874
US0010438,C00003269,69373067,GB66YUVV689234555539
US0010439,C00003193,93117333,GB19ZPJC793525969819
US0010440,C00007445,26878937,GB10GQNM647945580777
US0010441,C00004503,22449109,GB75NMTX256684531082
US0010442,C00002093,85755416,GB91ERPE071696466759
US0010443,C00004564,43264617,GB63NJHS284615405690
US0010444,C00006138,37128451,GB54MBFD076276681115
US0010445,C00000473,29177858,GB66MRYX079059486086
US0010446,C00003985,52012511,GB89HYWT027203295260
US0010447,C00005627,22122263,GB98EAOW059219510767
US0010448,C00003444,76543062,GB74SVLV147112467694
US0010449,C00001993,31782429,GB88SIYW215443306431
US0010450,C00001280,87319892,GB25MOTZ469797986799
US0010451,C00000625,10279990,GB21PXIZ911304341684
US0010452,C00007830,89002115,GB39JBCU335120453718
US0010453,C00009574,59147061,GB30NOLF929061092300
US0010454,C00000860,99218831,GB90MBNW191957852272
US0010455,C00000157,21135360,GB22LBSH705533638682
US0010456,C00006339,55395096,GB47GDRG800631947870
US0010457,C00000009,80468770,GB67OSEX158924252585
US0010458,C00003379,99051098,GB15NRPR239006496855
US0010459,C00004473,52166176,GB38ITAF845772368709
US0010460,C00002421,72253396,GB10QVOK833346940467
US0010461,C00000718,93141645,GB32QVTQ762370724247
US0010462,C00002512,59280026,GB43JLOP744258370827
US0010463,C00001596,61870672,GB31FWIL735861198216
US0010464,C00006369,71828009,GB17HCVP398782843725
US0010465,C00003372,47552972,GB80UVCO649260552434
US0010466,C00001491,15207952,GB82SLRP162537445429
US0010467,C00006338,86830514,GB32MGGO122341764653
US0010468,C00004808,88184111,GB18HRNS468868395456
US0010469,C00009777,37914050,GB07FGAI163393450106
US0010470,C00005769,85630571,GB87AOVC137902317615
US0010471,C00001907,15754160,GB23YHJB808488844525
US0010472,C00006317,80318292,GB91BETN990704195186
US0010473,C00004357,12434693,GB33EYWE142931516020
US0010474,C00003254,4555095,GB30UXCI101039311109
US0010475,C00004227,10930972,GB90SEQG856636798545
US0010476,C00000281,9265077,GB95SDDU545457661220
US0010477,C00000623,1523426,GB50NTPC829007023312
US0010478,C00009536,13602925,GB07ZPDO274951322625
US0010479,C00006250,33080654,GB49ORGY229669196842
US0010480,C00002987,43614612,GB36MXVR315677577702
US0010481,C00009631,34010319,GB67YVDX275731668094
US0010482,C00003483,85528417,GB63OPNW983646263860
US0010483,C00009657,97649381,GB14EOTM058627933615
US0010484,C00006403,88492358,GB71GNPS258457575966
US0010485,C00005179,63476732,GB55GPAO349696022540
US0010486,C00008651,96632842,GB41HXJX178941257745
US0010487,C00004944,38563120,GB32VPDE619986020709
US0010488,C00000152,28534139,GB22VEFT560522926062
US0010489,C00005143,44595575,GB06CBFJ443556129262
US0010490,C00008749,42992604,GB43RQDI319640284028
US0010491,C00000842,12475711,GB09IHCU911065381906
US0010492,C00009623,38308950,GB51DXMB650696696241
US0010493,C00009295,17758365,GB59WGQJ992102836536
US0010494,C00008028,73045416,GB66MEZA004674726841
US0010495,C00009833,79621831,GB26DENS407502834026
US0010496,C00007147,63550759,GB74HCED566202977465
US0010497,C00006861,1777582,GB11BRZM490279566622
US0010498,C00007329,21837896,GB47FLAT538989904772
US0010499,C00006513,53289837,GB87WMOW740675028593
US0010500,C00005871,3808277,GB61BFRU020491092780
US0010501,C00009003,95908337,GB66MMTU745426446384
US0010502,C00006698,50264045,GB69WBLU837187859757
US0010503,C00004987,73436973,GB87UEYT803121591563
US0010504,C00003463,54739169,GB72TZNU509701330744
US0010505,C00003599,8973016,GB51CRUD471934883080
US0010506,C00009867,7247417,GB55NEZO254724185793
US0010507,C00007261,82108121,GB73DTIX091780354700
US0010508,C00007531,3679186,GB29YKFM436761732411
US0010509,C00007368,75400695,GB65QBVB923420893841
US0010510,C00004964,34252813,GB85LVPU715224570393
US0010511,C00003251,7181653,GB20ODYT908383291942
US0010512,C00000787,68247057,GB19DWLK297534495690
US0010513,C00000056,76918982,GB34EMEJ908487082910
US0010514,C00006822,61704950,GB92TIIH951880201331
US0010515,C00001330,14127291,GB14ESZA146135582275
US0010516,C00008335,94996787,GB57GVPU964959797447
US0010517,C00001913,5752863,GB57QPIT685162205225
US0010518,C00004130,54629606,GB47YQLF881431353799
US0010519,C00003537,14076956,GB75NTIA060026715811
US0010520,C00001502,21861059,GB87SKTQ354448304937
US0010521,C00005357,66740447,GB86AVCT376977679290
US0010522,C00006013,88621545,GB82YMLF194692499355
US0010523,C00004980,20080697,GB50WWSB601847051667
US0010524,C00001489,55010763,GB78PMBT703607042897
US0010525,C00006541,63521731,GB75NOEJ469233022476
US0010526,C00006004,2243288,GB29FOSU171006724457
US0010527,C00008416,63076394,GB07QMRO595092838582
US0010528,C00009541,42582400,GB24FQQH889971817194
US0010529,C00001416,96945358,GB88UJOK867021743686
US0010530,C00002215,54776201,GB11HSMG554130866387
US0010531,C00000826,11515557,GB25VETA877228527721
US0010532,C00005623,15037807,GB12QPZD775032678390
US0010533,C00003022,50382650,GB12BUBU369840203332
US0010534,C00000326,74061226,GB98AEGW049230748879
