numero_cuenta,cliente_id,tipo_cuenta
GB77DXIP353609143535,C00004668,nomina
GB34IMTM948602035474,C00000133,ahorro
GB37IZLA328253399967,C00002760,chequera
GB96UWFP706137404240,C00006675,ahorro
GB29ISEA222722450714,C00008560,nomina
GB59UVUB588026028117,C00004680,chequera
GB05TERD384503164748,C00002181,ahorro
GB62VEBK663334959034,C00007553,dolares
GB70IYBC571770231588,C00004303,nomina
GB76MKDW663815232523,C00006859,ahorro
GB54ZYCB298740488885,C00006007,nomina
GB20IQRW390057115329,C00005182,nomina
GB11PLCK630791845276,C00002935,chequera
GB79OCON020458572438,C00006931,nomina
GB11RJOF485665859149,C00000788,ahorro
GB37YOTV314221021414,C00004691,nomina
GB68DJVI081567992637,C00008967,chequera
GB23SVLJ043378210336,C00002503,chequera
GB63DDRN526623468094,C00002847,dolares
GB19DBUN918987044815,C00001566,corriente
GB67JJNG087946274511,C00006774,nomina
GB84UAER155265420700,C00009285,ahorro
GB19WAJP960915512666,C00007419,dolares
GB97ZLCR241474679897,C00006471,ahorro
GB36DPUE143316880001,C00004911,corriente
GB66FGXY225438837244,C00003722,dolares
GB32UUKK618680290548,C00008860,chequera
GB03QDOA317995825658,C00004290,ahorro
GB15NSIC353951487887,C00004294,dolares
GB10UURF297251041029,C00006103,nomina
GB30JMYP536115444210,C00002880,corriente
GB28XAWK640257582291,C00004596,corriente
GB04ETPB436899182820,C00007922,ahorro
GB96YAQN510379264739,C00009837,chequera
GB84LBTL113987007625,C00006566,chequera
GB68WJIU262332295056,C00002235,dolares
GB72LNLE556641156531,C00001053,dolares
GB45HWOM524059706227,C00008705,ahorro
GB52PMRH941446203787,C00006444,nomina
GB66BPTS206486351829,C00002939,chequera
GB34UBJK480226355680,C00005111,nomina
GB48AMOL574531912666,C00001452,corriente
GB21BEAT027153417261,C00007871,chequera
GB85YQDS057434933559,C00006165,corriente
GB04ODDS837683095801,C00002123,nomina
GB36WPPB734832124096,C00004321,chequera
GB33MTJL399242809454,C00009773,chequera
GB78TVJR532035906352,C00003984,ahorro
GB93MKNQ391010716263,C00000420,ahorro
GB19STOM946887354512,C00003320,chequera
GB04OZJI274527080080,C00004123,chequera
GB42DFMD687761424230,C00002078,corriente
GB83XTXF909178649627,C00004354,ahorro
GB07RCGX313957785128,C00004504,nomina
GB08VXHI994261466852,C00005522,ahorro
GB25NBXB555533801930,C00001087,chequera
GB33HVQJ991645679313,C00001269,nomina
GB38LEEO140877446462,C00000774,nomina
GB17YKFS138081653756,C00000731,dolares
GB52ZLYS976613383080,C00007950,ahorro
GB29PLDS906863886155,C00001329,ahorro
GB58RMYJ182032193025,C00007657,nomina
GB02DOAD307058561984,C00003644,chequera
GB53GCJN205906596102,C00002165,ahorro
GB39GJBN736362889781,C00007406,corriente
GB55KTPU879012497067,C00007987,nomina
GB79RRQQ284425899681,C00000827,ahorro
GB29BGQZ561830260438,C00000187,dolares
GB29XVUF687327514243,C00007754,nomina
GB14SBDB267509765640,C00002886,dolares
GB55ZTAR844548551827,C00003179,dolares
GB18ZZJR849066872174,C00009262,corriente
GB77PQRR321344678744,C00009498,corriente
GB82PYKS958545010613,C00000736,ahorro
GB60XJIU999263628182,C00002008,corriente
GB70SYUF205979723987,C00002782,chequera
GB53KNGO128320027748,C00009917,chequera
GB63KZRH857742276777,C00001359,ahorro
GB84SPPT213138497457,C00008834,corriente
GB84GGSD488552111395,C00005999,dolares
GB65TTVS414819481377,C00000121,chequera
GB41ZKYT619206876879,C00006623,chequera
GB43IHIW928446896239,C00009708,ahorro
GB11SKYL691643457866,C00007393,ahorro
GB57QEEU101263591069,C00007000,corriente
GB97GYON327360507096,C00003288,chequera
GB82QPIE507341815842,C00007166,dolares
GB07XUHC481764883524,C00004066,dolares
GB70ENHX575144364968,C00001988,dolares
GB89XMKC000742859681,C00006387,corriente
GB34CEAX169569280614,C00004257,dolares
GB45WMNH157544602186,C00008232,nomina
GB85BMBK460784600462,C00007976,nomina
GB79HTQC300101763550,C00009010,corriente
GB02YZVN758808942843,C00006114,corriente
GB47YBXG873227292542,C00002812,nomina
GB32NFOP765714886444,C00009642,nomina
GB56TMMJ902306631536,C00001065,dolares
GB93PAIC381373160683,C00007485,nomina
GB28ZXMT251240153321,C00002239,dolares
GB88HSIN283725113724,C00007899,nomina
GB65NVSE289906315431,C00006529,ahorro
GB94SRFU186617751739,C00000593,corriente
GB90XAUQ907235198942,C00004159,nomina
GB35IVAZ069375057813,C00001883,dolares
GB60HYLS817553473074,C00009362,ahorro
GB04GQQK816605898408,C00000027,chequera
GB02OQVH548280655196,C00001407,chequera
GB64PSQD805698416847,C00001818,dolares
GB62OCSP095232991117,C00002682,ahorro
GB50DEYF526273311086,C00002548,nomina
GB76TKTO649198716581,C00006015,corriente
GB66PBDS259578246191,C00006455,nomina
GB44WTDY364267521390,C00008203,corriente
GB66WZVV258158485075,C00001610,nomina
GB93VSNN683703653541,C00006446,dolares
GB14WDQJ434279252826,C00002683,nomina
GB03BBYD166010228374,C00007481,chequera
GB35LQRS491582907779,C00001569,ahorro
GB88NDFR333620898292,C00000166,chequera
GB08PMQW895950856716,C00006360,nomina
GB27LNIU718119786717,C00008532,ahorro
GB62FZZX971749122722,C00000834,nomina
GB76VYJC201719821462,C00001679,nomina
GB09TLIE671526112540,C00008637,dolares
GB43YRAN237398326232,C00001963,dolares
GB61UUFE692981741999,C00008676,dolares
GB80SXFM319715914942,C00003667,ahorro
GB49IQOK546537864446,C00005452,corriente
GB78LBIY842112179373,C00004878,chequera
GB58YOAM630255888375,C00006898,ahorro
GB37JTKI518249038679,C00002938,dolares
GB61KGRY390996762007,C00009734,corriente
GB05WGQA483023072198,C00000782,ahorro
GB88JGDF765506217123,C00003287,chequera
GB58AWPW147204496047,C00006269,corriente
GB13YKPU250808070029,C00000029,chequera
GB39WOHJ970150102358,C00001516,ahorro
GB63TVBB003350171934,C00002333,nomina
GB42EMTU920707941680,C00009555,corriente
GB22ZLMK016569785912,C00002382,corriente
GB37YLMG120492477667,C00006597,dolares
GB93OZLV360494379815,C00005915,chequera
GB25VBSA801791364965,C00003944,dolares
GB38UBGE967761578979,C00003949,ahorro
GB30DVXC788944501333,C00007284,dolares
GB21CHUL258322538725,C00003472,nomina
GB64ZIWR414883667229,C00000341,ahorro
GB13RKFR264613096223,C00003756,chequera
GB07RCZL577872953974,C00003013,ahorro
GB28LTIZ793006552870,C00008570,ahorro
GB33CJEB796480876824,C00006897,dolares
GB56ENQE917998632050,C00006231,nomina
GB77NJZT265816083372,C00001372,corriente
GB30GKTE446837649997,C00007676,corriente
GB58YNVS290241437561,C00000977,corriente
GB23QAUO398487422970,C00005875,chequera
GB61HHRJ134247140444,C00005049,ahorro
GB88SQSP323802450805,C00008826,chequera
GB29NTMV939698866833,C00008458,nomina
GB32MGAI098629371604,C00007122,chequera
GB54XNYB799644595343,C00005972,nomina
GB92FGDG002213878075,C00004511,chequera
GB79SDPV468607291957,C00006315,ahorro
GB20SXOI863597859575,C00000659,corriente
GB58AZXI098262780543,C00006707,dolares
GB62TRNP704466708965,C00006878,chequera
GB18KDCM918129280096,C00005550,corriente
GB03XWPB894355242888,C00002046,nomina
GB53DEQY938690014762,C00004871,chequera
GB79SNSV124823683631,C00007881,dolares
GB33TIHP264760070748,C00001714,chequera
GB86CDXA266212318125,C00005870,nomina
GB40BWSY977089765195,C00008098,nomina
GB06SQPN196737732673,C00001493,corriente
GB79ZOOC042353893876,C00007764,ahorro
GB88XKIQ479179879152,C00009962,nomina
GB44LPXL631637890205,C00005856,corriente
GB25JAUZ158718928066,C00000705,dolares
GB96UPYC666949378822,C00003549,nomina
GB28UBPW601751312655,C00000633,ahorro
GB81QXNT594400026295,C00009852,chequera
GB03UTND913081936242,C00000898,corriente
GB46OKRO884394238246,C00005331,ahorro
GB83UUOY136109381714,C00005613,dolares
GB16ZNUO184276923437,C00004379,nomina
GB11KLBF792410150029,C00008857,ahorro
GB68RCNN214818050753,C00001079,nomina
GB74FJUM583518816903,C00000872,ahorro
GB65CPRZ329578779893,C00008313,corriente
GB87QBPL278148223430,C00007831,dolares
GB53QEFJ251658532586,C00002550,dolares
GB73YLHE218763826379,C00007900,ahorro
GB31NLHR134801929934,C00009533,nomina
GB41JCLA447231854621,C00008628,chequera
GB40IKKX472586581672,C00003729,nomina
GB06CMQR701962547675,C00009869,nomina
GB34IRQU847081613671,C00001923,dolares
GB88DLTY060104652423,C00003785,ahorro
GB31LQLK507091619866,C00007731,nomina
GB70AUVT728641100090,C00008919,nomina
GB58LPIO355934021552,C00006193,chequera
GB33PUYO433334251917,C00001101,nomina
GB36WKNC407419682497,C00003675,corriente
GB73SODE057040045251,C00006212,corriente
GB80AMKG091880680219,C00005303,nomina
GB69KCPA184589684190,C00006365,dolares
GB79YUWI306904963345,C00000913,dolares
GB43ALKI670016605399,C00007435,corriente
GB36BJKE895935017663,C00008132,corriente
GB44TNCO623194532428,C00007158,chequera
GB79YROV318651897314,C00003567,chequera
GB64PIEJ868257289229,C00007725,corriente
GB17BXSP687885116827,C00001833,ahorro
GB84TIVQ275996161424,C00000448,chequera
GB40NTYH669436546970,C00009107,nomina
GB31MFMO411457202141,C00002692,ahorro
GB22AAPN580064624850,C00002769,corriente
GB71CSNR397112134748,C00007512,chequera
GB70AHVR609279235552,C00005031,ahorro
GB31IDPT702587575499,C00001129,ahorro
GB08FRBN776652660291,C00001167,corriente
GB88MCDQ586543682679,C00008438,dolares
GB27XZZE099824640449,C00007405,chequera
GB56AHML093689403680,C00003726,chequera
GB76QJFV722551213513,C00006816,nomina
GB60GLTJ128602850106,C00007374,chequera
GB74GFVJ628680897615,C00002484,chequera
GB26EWVK670650341177,C00000107,chequera
GB10LFIG421857235595,C00004313,dolares
GB27JOMQ813741739910,C00003059,chequera
GB72XZAD162521755026,C00002551,dolares
GB81IHAN188164200503,C00001099,ahorro
GB23PHSS579661810038,C00006730,chequera
GB83YNDW820649005738,C00002241,dolares
GB71VXYU760131886107,C00004752,corriente
GB06FRXR464637992860,C00005119,dolares
GB89LRDG825492379176,C00004135,nomina
GB02ZTEA794885503845,C00006502,chequera
GB04VJZC953754565771,C00004497,ahorro
GB26RYUR205054920874,C00004660,nomina
GB66YUVV689234555539,C00003269,ahorro
GB19ZPJC793525969819,C00003193,ahorro
GB10GQNM647945580777,C00007445,dolares
GB75NMTX256684531082,C00004503,corriente
GB91ERPE071696466759,C00002093,dolares
GB63NJHS284615405690,C00004564,corriente
GB54MBFD076276681115,C00006138,nomina
GB66MRYX079059486086,C00000473,dolares
GB89HYWT027203295260,C00003985,chequera
GB98EAOW059219510767,C00005627,ahorro
GB74SVLV147112467694,C00003444,nomina
GB88SIYW215443306431,C00001993,corriente
GB25MOTZ469797986799,C00001280,corriente
GB21PXIZ911304341684,C00000625,corriente
GB39JBCU335120453718,C00007830,nomina
GB30NOLF929061092300,C00009574,ahorro
GB90MBNW191957852272,C00000860,dolares
GB22LBSH705533638682,C00000157,chequera
GB47GDRG800631947870,C00006339,nomina
GB67OSEX158924252585,C00000009,dolares
GB15NRPR239006496855,C00003379,ahorro
GB38ITAF845772368709,C00004473,dolares
GB10QVOK833346940467,C00002421,corriente
GB32QVTQ762370724247,C00000718,nomina
GB43JLOP744258370827,C00002512,dolares
GB31FWIL735861198216,C00001596,ahorro
GB17HCVP398782843725,C00006369,nomina
GB80UVCO649260552434,C00003372,corriente
GB82SLRP162537445429,C00001491,nomina
GB32MGGO122341764653,C00006338,ahorro
GB18HRNS468868395456,C00004808,chequera
GB07FGAI163393450106,C00009777,chequera
GB87AOVC137902317615,C00005769,ahorro
GB23YHJB808488844525,C00001907,dolares
GB91BETN990704195186,C00006317,dolares
GB33EYWE142931516020,C00004357,nomina
GB30UXCI101039311109,C00003254,chequera
GB90SEQG856636798545,C00004227,dolares
GB95SDDU545457661220,C00000281,nomina
GB50NTPC829007023312,C00000623,ahorro
GB07ZPDO274951322625,C00009536,ahorro
GB49ORGY229669196842,C00006250,nomina
GB36MXVR315677577702,C00002987,corriente
GB67YVDX275731668094,C00009631,dolares
GB63OPNW983646263860,C00003483,nomina
GB14EOTM058627933615,C00009657,corriente
GB71GNPS258457575966,C00006403,ahorro
GB55GPAO349696022540,C00005179,corriente
GB41HXJX178941257745,C00008651,dolares
GB32VPDE619986020709,C00004944,nomina
GB22VEFT560522926062,C00000152,ahorro
GB06CBFJ443556129262,C00005143,corriente
GB43RQDI319640284028,C00008749,nomina
GB09IHCU911065381906,C00000842,dolares
GB51DXMB650696696241,C00009623,corriente
GB59WGQJ992102836536,C00009295,chequera
GB66MEZA004674726841,C00008028,corriente
GB26DENS407502834026,C00009833,dolares
GB74HCED566202977465,C00007147,corriente
GB11BRZM490279566622,C00006861,corriente
GB47FLAT538989904772,C00007329,corriente
GB87WMOW740675028593,C00006513,dolares
GB61BFRU020491092780,C00005871,chequera
GB66MMTU745426446384,C00009003,dolares
GB69WBLU837187859757,C00006698,dolares
GB87UEYT803121591563,C00004987,chequera
GB72TZNU509701330744,C00003463,ahorro
GB51CRUD471934883080,C00003599,chequera
GB55NEZO254724185793,C00009867,ahorro
GB73DTIX091780354700,C00007261,chequera
GB29YKFM436761732411,C00007531,ahorro
GB65QBVB923420893841,C00007368,ahorro
GB85LVPU715224570393,C00004964,corriente
GB20ODYT908383291942,C00003251,ahorro
GB19DWLK297534495690,C00000787,ahorro
GB34EMEJ908487082910,C00000056,nomina
GB92TIIH951880201331,C00006822,ahorro
GB14ESZA146135582275,C00001330,dolares
GB57GVPU964959797447,C00008335,corriente
GB57QPIT685162205225,C00001913,chequera
GB47YQLF881431353799,C00004130,corriente
GB75NTIA060026715811,C00003537,chequera
GB87SKTQ354448304937,C00001502,chequera
GB86AVCT376977679290,C00005357,dolares
GB82YMLF194692499355,C00006013,ahorro
GB50WWSB601847051667,C00004980,dolares
GB78PMBT703607042897,C00001489,ahorro
GB75NOEJ469233022476,C00006541,chequera
GB29FOSU171006724457,C00006004,chequera
GB07QMRO595092838582,C00008416,nomina
GB24FQQH889971817194,C00009541,ahorro
GB88UJOK867021743686,C00001416,nomina
GB11HSMG554130866387,C00002215,corriente
GB25VETA877228527721,C00000826,dolares
GB12QPZD775032678390,C00005623,nomina
GB12BUBU369840203332,C00003022,chequera
GB98AEGW049230748879,C00000326,chequera
GB30ZEPS732271794955,C00002320,chequera
GB36PGXT910871128679,C00009946,dolares
GB72TAIX362623358867,C00001248,dolares
GB21MNMN242485377227,C00000347,chequera
GB70RIHO987389390597,C00005580,nomina
GB54HVAX045289116748,C00000506,chequera
GB72AOMN740677616383,C00001131,corriente
GB78HCDZ387077769750,C00000725,chequera
GB47JDDU193620404661,C00000391,ahorro
GB50OYOJ948401133394,C00007495,dolares
GB02YBUP803435892952,C00002912,corriente
GB96LLCQ454003094415,C00006653,dolares
GB16PBID869715436774,C00002672,ahorro
GB38GFTL904167362416,C00006279,nomina
GB79NIYA062429991892,C00000726,corriente
GB41IRYK001161301275,C00006197,chequera
GB37RFDL917156648006,C00009934,corriente
GB53FUNO907684332467,C00004163,nomina
GB18JRUM150097491068,C00008691,chequera
GB87UPRG749993269577,C00004675,nomina
GB56DXHG517712102682,C00001194,chequera
GB35OSXA128729740110,C00006128,chequera
GB73PQNZ575586144176,C00008786,dolares
GB36OPJI219068359659,C00006555,dolares
GB20LNIT270237661715,C00000832,ahorro
GB48TMGP656372047591,C00000529,dolares
GB77RODE077957284163,C00007119,chequera
GB02NRMN431925631988,C00006077,nomina
GB87ZAZO780999124084,C00005129,corriente
GB77EILI394685527444,C00001508,nomina
GB71MLKS723313331633,C00004942,nomina
GB44GIEU001084368818,C00007508,ahorro
GB23FYPQ901496315787,C00006062,nomina
GB40YHXE412041949171,C00009611,ahorro
GB16IYZP926611728930,C00009417,ahorro
GB43VKTL447745361313,C00009768,corriente
GB63OESU347774151748,C00003585,chequera
GB78SPSG497833829875,C00008527,nomina
GB38VOCQ483924166211,C00009080,nomina
GB35YJWX656322283662,C00007418,dolares
GB14ITJY135853909245,C00009162,nomina
GB89ZTTP406655953349,C00005592,ahorro
GB08OZKP789503626173,C00007311,chequera
GB37MVFK191679524010,C00000071,dolares
GB76DXFX266336840603,C00006553,chequera
GB20ZSRT361886238093,C00006997,ahorro
GB51JMQW001336528462,C00008906,dolares
GB59NEYM572044891663,C00004013,corriente
GB88IAMB686983886784,C00005569,ahorro
GB34UDNI336288697878,C00005445,nomina
GB06QBWM630208432171,C00000259,dolares
GB69QWPZ214638875974,C00003125,ahorro
GB04NMUR239758225491,C00003002,dolares
GB79EXZG960131216808,C00007487,corriente
GB50CLLI992129385710,C00008679,dolares
GB33VNES423600379360,C00006282,ahorro
GB04MUQT994226682577,C00007387,nomina
GB02GIEC272218118547,C00003324,ahorro
GB05IXTG206372768924,C00003662,corriente
GB45AGAL639625935189,C00008536,dolares
GB35ABIX927664032573,C00003494,corriente
GB18RCQJ722608980349,C00008611,chequera
GB98KDBS172104004660,C00007105,chequera
GB33GOZS757748876323,C00009242,chequera
GB89PQZJ812509489482,C00001349,dolares
GB49LOXT817311550029,C00006715,corriente
GB52XNSI297735011875,C00003318,corriente
GB37PQCK882744510924,C00003403,corriente
GB78RXHD257370892172,C00001119,corriente
GB20IBQJ599084394816,C00007998,corriente
GB26VCUL176675022364,C00009810,chequera
GB04PIVY625031052896,C00008498,corriente
GB81MRHE021802925187,C00009753,corriente
GB90YUVB830594528038,C00008542,nomina
GB73PBTU916421340298,C00006209,ahorro
GB56DGRR108105994452,C00006967,chequera
GB17UWEV584672691753,C00004787,ahorro
GB13QFTY613145574804,C00001867,ahorro
GB23ANWK888691013032,C00001321,nomina
GB63PQHN717794503313,C00004736,ahorro
GB93LWHW503491297282,C00009013,dolares
GB20MAAM485341916904,C00007286,ahorro
GB63TKQT140223285098,C00003994,nomina
GB97PUYQ471879420455,C00006109,ahorro
GB96SMYX276821045334,C00008184,chequera
GB62OUFS429573033687,C00006948,nomina
GB80ASXL325573224495,C00002433,dolares
GB39LTZU454184026322,C00006034,nomina
GB20SPGU730385013572,C00008415,ahorro
GB73EHLL099460375911,C00007750,nomina
GB50NHOT529733169442,C00000314,corriente
GB19XCEZ999134431060,C00007720,corriente
GB38OVTI844833596548,C00007953,chequera
GB84FFKD346766729351,C00009664,corriente
GB51DWHB983473883456,C00008216,nomina
GB22HVGP983506466854,C00002217,corriente
GB57VUPF933277465404,C00001089,chequera
GB56PJIV446104465845,C00000859,ahorro
GB88BKXC533508774540,C00000239,chequera
GB57RKQA703294483229,C00002962,dolares
GB88TFNB850318724474,C00009368,chequera
GB75UADJ511987434803,C00000992,corriente
GB85LXTN844864395803,C00008844,corriente
GB85QAVH274049828204,C00004191,nomina
GB91CVQC857764040505,C00000999,dolares
GB28JLOO928621366844,C00005246,ahorro
GB89XYBT296632133468,C00001462,chequera
GB05ZOOZ611275639535,C00005895,corriente
GB47VBUX605899911137,C00007330,ahorro
GB49XUSE341982874307,C00005134,ahorro
GB33PFKF077346094291,C00009462,nomina
GB94DHIO575635056459,C00001921,dolares
GB85JOUJ249024159036,C00008017,nomina
GB90QFSB288705985584,C00008088,dolares
GB29CUID211890005193,C00003837,ahorro
GB08GAHI470086267703,C00004389,corriente
GB27HBXE813523649416,C00009135,ahorro
GB48DUZO878237666788,C00009862,nomina
GB26RBUU817467835714,C00007169,ahorro
GB80XQJN711684886895,C00006031,dolares
