usuario_id,cliente_id,telefono,numero_cuenta
US0001050,C00000818,95648396,GB81SKFF798445167058
US0001051,C00000708,30477804,GB75XUSY825619844884
US0001052,C00000366,9776504,GB06LGGT989438885018
US0001053,C00000209,17027260,GB94DLCF263532697283
US0001054,C00000789,79597740,GB53VYRH812245034253
US0001055,C00000742,22337578,GB87DXSZ089341984185
US0001056,C00000084,96045005,GB11RVAP445263093997
US0001057,C00000594,11416673,GB81DAOC591215395774
US0001058,C00000884,31769147,GB78QTDO611035533714
US0001059,C00000791,6624717,GB31XEAH860297705226
US0001060,C00000113,27677143,GB93FLHA893661872466
US0001061,C00000554,9905608,GB96SHNL103613636051
US0001062,C00000237,16960799,GB91QZJZ630978837252
US0001063,C00000171,17002267,GB97LBHA091389421637
US0001064,C00000546,86042076,GB93KISD412286549980
US0001065,C00000704,56776778,GB13EEYK516914815971
US0001066,C00000746,63357248,GB31FFBI981703765450
US0001067,C00000223,34861679,GB14NHML691711864623
US0001068,C00000024,38187594,GB56HPGE460936155422
US0001069,C00000490,30926601,GB74NMUQ715392915271
US0001070,C00000796,33392911,GB36GQXF521806697763
US0001071,C00000470,845012,GB17TJII967275633596
US0001072,C00000615,34886118,GB88MJBA387812093072
US0001073,C00000264,53056770,GB52JUWQ082998811501
US0001074,C00000222,23696690,GB76FWAC824463872984
US0001075,C00000069,12431365,GB22FNJJ002754845867
US0001076,C00000596,61150808,GB60XOAD988298030814
US0001077,C00000153,7098757,GB31UMDR130512763359
US0001078,C00000996,71264329,GB10NEZT405101728956
US0001079,C00000460,37171858,GB34FCNJ550865002162
US0001080,C00000456,97695713,GB08TDBC943157538060
US0001081,C00000545,59925582,GB17THRY674506741881
US0001082,C00000324,21043869,GB36KCYK137248881815
US0001083,C00000265,99872797,GB67QDFY361056580499
US0001084,C00000528,94008984,GB07ATIY778997629059
US0001085,C00000407,56890996,GB73QYQB340529718012
US0001086,C00000315,10436264,GB06REZH387447646865
US0001087,C00000721,88006336,GB64HCVK285310514668
US0001088,C00000559,46654794,GB49JQOG899502164433
US0001089,C00000455,80581753,GB51TTHZ358150445254
US0001090,C00000647,43974767,GB40WRFR827085511857
US0001091,C00000946,16401670,GB13EBXM174352230970
US0001092,C00000591,93671737,GB93TPWF183357463560
US0001093,C00000376,12370453,GB91XDAW073392229437
US0001094,C00000008,3808063,GB92BDWQ042721442788
US0001095,C00000440,81347849,GB92EAHH026534572086
US0001096,C00000543,12103035,GB39RSMV605741940011
US0001097,C00000198,5786239,GB43HCQU684176958754
US0001098,C00000955,947029,GB95GOYV661704864820
US0001099,C00000100,88712061,GB39NACT442866906514
US0001100,C00000082,31901417,GB06WNUB322271316662
US0001101,C00000700,72017505,GB20PYGJ360890133693
US0001102,C00000480,27836494,GB17CUQV906737222290
US0001103,C00000867,58237097,GB74QDGS009678018333
US0001104,C00000522,52692693,GB08MJKG303324739179
US0001105,C00000719,89719896,GB84XRWS499979937517
US0001106,C00000445,14328852,GB30GSUL295815064174
US0001107,C00000433,80826817,GB72FGLF490621085673
US0001108,C00000095,78833057,GB90GFKR030400167062
US0001109,C00000355,37329518,GB72ESBD673045775570
US0001110,C00000049,22708247,GB92LXEP677407215917
US0001111,C00000282,70898458,GB85CSUK407320850171
US0001112,C00000550,36366474,GB70ZCZR678061374960
US0001113,C00000941,53981717,GB80KRFA084317639117
US0001114,C00000752,50672437,GB38XIIC572372076558
US0001115,C00000562,50686756,GB32JLPB831399955016
US0001116,C00000931,14650047,GB64CBOL793296185808
US0001117,C00000385,49345805,GB94WVLQ775996941496
US0001118,C00000184,93347528,GB25HWRR298991341622
US0001119,C00000617,32744529,GB85CNRN685571099128
US0001120,C00000549,6767391,GB96ERFO583841427012
US0001121,C00000242,80820629,GB17QICQ816565943744
US0001122,C00000001,70277558,GB15RRTE015950138916
US0001123,C00000217,28877782,GB93RXME388778198838
US0001124,C00000447,19789752,GB92ZTSE327476616776
US0001125,C00000512,43308825,GB79TEFX883702418934
US0001126,C00000166,29073077,GB42KVUO684958414288
US0001127,C00000091,24448064,GB88ILOW403711733519
US0001128,C00000797,16108960,GB91UNXF691395128908
US0001129,C00000344,42857036,GB89REDT806241354320
US0001130,C00000728,90781767,GB84GKLN359952609338
US0001131,C00000870,69864703,GB22SYOM612869572045
US0001132,C00000910,3365152,GB94YEBO076444617672
US0001133,C00000739,98240601,GB93FPDN609565276599
US0001134,C00000308,74961872,GB88TALF355975779294
US0001135,C00000586,77491484,GB40MUGO150820163430
US0001136,C00000913,81670966,GB94WWID081016089693
US0001137,C00000561,98382565,GB55DJKQ896388386632
US0001138,C00000979,52997070,GB96BDAV141505511352
US0001139,C00000668,12198321,GB35KSET444900420320
US0001140,C00000743,77161330,GB44PPRM227452719161
US0001141,C00000232,16974776,GB65WCEA608004762294
US0001142,C00000311,86123948,GB26ILBW169779235861
US0001143,C00000003,14296997,GB34JAOL497907972756
US0001144,C00000019,4924266,GB52QYDX717394763541
US0001145,C00000493,49225973,GB50ZFDD656022222416
US0001146,C00000183,25458842,GB86SANQ877269297618
US0001147,C00000691,69607526,GB22SQXZ346938378712
US0001148,C00000972,12674453,GB35XGXR144266740667
US0001149,C00000735,74065136,GB21WBJM410687194412
US0001150,C00000737,13629875,GB71TLCK631535658235
US0001151,C00000175,87653632,GB19BPNM805480890953
US0001152,C00000938,4368531,GB72IPUS135621473978
US0001153,C00000548,73714072,GB30VBXI511855333929
US0001154,C00000190,81478916,GB84IYKH230335162977
US0001155,C00000701,55698578,GB59LWBH104325671328
US0001156,C00000251,84325495,GB22VOCD185712978462
US0001157,C00000785,93211468,GB31NADY821315739151
US0001158,C00000126,16957976,GB27XOAS091465729672
US0001159,C00000958,14557109,GB97OOUU597251419367
US0001160,C00000044,19338156,GB52BBFR745453163346
US0001161,C00000915,72392664,GB50QNTL022029174584
US0001162,C00000857,38114552,GB61YXZB349309082963
US0001163,C00000094,14490986,GB43SYBH413925555379
US0001164,C00000368,43946592,GB90VVVV615137082459
US0001165,C00000109,84814872,GB82QRKG950579164204
US0001166,C00000771,74460368,GB59QIAY729391781891
US0001167,C00000696,76711181,GB92FJAV886980691243
US0001168,C00000899,31640820,GB54AKAJ948691265513
US0001169,C00000799,43850126,GB89CQOI533727271797
US0001170,C00000077,29107740,GB73BINC741644560893
US0001171,C00000994,93131090,GB20GZYP694440083009
US0001172,C00000192,26850608,GB19SBLM355946173845
US0001173,C00000358,20254280,GB92WNIH855568362820
US0001174,C00000538,34877934,GB69WRCM232886781668
US0001175,C00000600,35998147,GB80FDGH351296823944
US0001176,C00000514,72580865,GB13KQEX651436950619
US0001177,C00000618,50277020,GB18RLPT463869031904
US0001178,C00000761,14502012,GB98IEMJ264665358534
US0001179,C00000393,39865915,GB71KIBH736416923000
US0001180,C00000726,1277538,GB81OMTM742610572401
US0001181,C00000200,79024249,GB40MNNR333493919118
US0001182,C00000584,17024640,GB30YEXS576126296793
US0001183,C00000361,75898855,GB49ASPW914213431177
US0001184,C00000660,36486393,GB03OSQM949878958519
US0001185,C00000937,10239947,GB93KKTC232724600890
US0001186,C00000646,34229812,GB34NBHZ166824501506
US0001187,C00000013,36566754,GB71RVCR138300981564
US0001188,C00000193,91769687,GB83AYGQ862036346172
US0001189,C00000246,65002319,GB32PHRZ338049559741
US0001190,C00000454,12900471,GB27SQNC204583028333
US0001191,C00000999,71484757,GB81XTKA713984960418
US0001192,C00000917,96199208,GB94XJQC728495136219
US0001193,C00000949,75874854,GB72PZEE104469930894
US0001194,C00000453,32607094,GB03CYDJ889070412088
US0001195,C00000323,2415642,GB19GQPP168740387031
US0001196,C00000662,20708056,GB82DHWI152264495157
US0001197,C00000782,17449066,GB51HKGC013226566627
US0001198,C00000350,87265403,GB62HYNM231494159232
US0001199,C00000824,21113239,GB25GFXE056068879166
US0001200,C00000145,18207276,GB90CAKE119192768558
US0001201,C00000290,38507175,GB29EPNE607640296949
US0001202,C00000626,90287137,GB15UADR611019495039
US0001203,C00000610,2982692,GB38OLGE416821765453
US0001204,C00000686,18556194,GB50VYLF250763907795
US0001205,C00000108,42539228,GB91VEHU147671947671
US0001206,C00000835,43557577,GB86TABJ709489728697
US0001207,C00000400,44845412,GB51OMEE214765862648
US0001208,C00000880,85026320,GB06JWPZ031377599587
US0001209,C00000665,83439393,GB89BWLS413159724775
US0001210,C00000213,71976386,GB98GWWK755438885966
US0001211,C00000923,53257078,GB78TEHY576507719912
US0001212,C00000466,51945919,GB02IDJB184527980406
US0001213,C00000707,67477012,GB87FKPU065513904410
US0001214,C00000435,78509081,GB88JYWX383919515353
US0001215,C00000792,65613608,GB12JUUH553273782397
US0001216,C00000479,38792286,GB95IBLU743698440170
US0001217,C00000115,35085684,GB59WCEM674461735593
US0001218,C00000978,5193892,GB94GXWM948943961847
US0001219,C00000918,97712213,GB07KUZN481751716196
US0001220,C00000004,76935038,GB80JXNO455032411409
US0001221,C00000658,6125004,GB06KQCQ802383989396
US0001222,C00000727,37909051,GB83SIYY429288222703
US0001223,C00000688,30656502,GB07IICO106858941037
US0001224,C00000766,82090217,GB06TLAD940729070856
US0001225,C00000882,3061236,GB84EJJR934398924643
US0001226,C00000269,32227756,GB04XIPI071124279846
US0001227,C00000492,30609418,GB09OZDN602001455592
US0001228,C00000567,15735331,GB78TTVL760735146715
US0001229,C00000634,99005867,GB47EZMA416591328610
US0001230,C00000051,59801706,GB35KRCR270911388063
US0001231,C00000124,90597058,GB95WLDU155752201369
US0001232,C00000336,77559774,GB67OKYJ929737413711
US0001233,C00000885,87463718,GB86EEGY415387770354
US0001234,C00000390,13869337,GB21KHJP842495270930
US0001235,C00000219,17816218,GB25UNKD711434611058
US0001236,C00000709,55223318,GB34HDLA527756288345
US0001237,C00000101,17322760,GB89OMHV849523677768
US0001238,C00000137,38979333,GB51TEVG212646102798
US0001239,C00000614,80837819,GB56AGDS392439028855
US0001240,C00000224,84176642,GB92PYWJ861744031972
US0001241,C00000499,54585290,GB34IBED703484751923
US0001242,C00000498,88853634,GB05XZXK433550981622
US0001243,C00000314,25322435,GB69QAFF445825601158
US0001244,C00000378,6880863,GB27DKAF726141385556
US0001245,C00000256,7051267,GB72BTQP445191737516
US0001246,C00000517,80857416,GB63CGCE553161430573
US0001247,C00000036,36262200,GB75QOWA104248143722
US0001248,C00000711,39049280,GB32ZUZQ229462803043
US0001249,C00000438,94333495,GB85QHYQ865809757141
US0001250,C00000380,8587752,GB98WQKL768567730337
US0001251,C00000305,489513,GB32RYTF728723151235
US0001252,C00000142,7676828,GB88MYUL584564872063
US0001253,C00000612,10337554,GB28RDVT184734827638
US0001254,C00000816,73817493,GB93MVPP989945549620
US0001255,C00000968,15749589,GB63NAPJ584267337676
US0001256,C00000066,38296367,GB45YRPB409051377005
US0001257,C00000357,50818270,GB84ZAXE636358557798
US0001258,C00000334,99682428,GB95HQKO545949130141
US0001259,C00000571,39519114,GB91CADZ400038662645
US0001260,C00000119,159492,GB67RTMF857136495903
US0001261,C00000877,27399102,GB37VFWE035815720344
US0001262,C00000332,12982735,GB02LSWS716817879873
US0001263,C00000540,62005729,GB32WXXD851187466824
US0001264,C00000898,56157955,GB34CIMC631852018200
US0001265,C00000240,35428618,GB20AWKY392406556056
US0001266,C00000674,76736989,GB49OSOE398408306712
US0001267,C00000300,96635956,GB15XSSJ793162754264
US0001268,C00000107,72518688,GB38JRJR929230312245
US0001269,C00000807,72285453,GB85KQDF028231226255
US0001270,C00000865,39054089,GB41HKHW391788429514
US0001271,C00000706,71234758,GB33YTBP886603445108
US0001272,C00000988,12821809,GB29OFMR119602401203
US0001273,C00000244,40092446,GB19ITKJ933362440627
US0001274,C00000174,24698208,GB96BXVM312431479596
US0001275,C00000962,38155582,GB94AYJQ961783507463
US0001276,C00000138,14783949,GB45JPRW353177240349
US0001277,C00000148,60312257,GB89VUJK192987754470
US0001278,C00000278,10444229,GB07OQNM582070726593
US0001279,C00000462,43566102,GB76XUUP403687468315
US0001280,C00000320,86428877,GB96HPGI093147820345
US0001281,C00000705,63125355,GB19LEJP341375637421
US0001282,C00000935,64848494,GB96XNWH690844462536
US0001283,C00000018,2861511,GB64DMMZ309191944682
US0001284,C00000042,48673582,GB87AUHJ545642277262
US0001285,C00000464,75250086,GB59TYNN887613728836
US0001286,C00000826,14865961,GB65KBUF159505800043
US0001287,C00000608,8218764,GB21DWJL786017568347
US0001288,C00000889,10760692,GB98NMHA478728956149
US0001289,C00000579,76603520,GB62OJRE191589975103
US0001290,C00000936,34545021,GB39QXBC312898204181
US0001291,C00000422,81089633,GB84MAMG857581106091
US0001292,C00000736,65808696,GB28HGOE956838047902
US0001293,C00000120,80490278,GB36DQKW208255906170
US0001294,C00000271,4604327,GB36AJAZ830778640297
US0001295,C00000371,50182875,GB23YQSJ002690695104
US0001296,C00000518,73840674,GB32FBVN438836190398
US0001297,C00000022,44825897,GB78ANEO864666185849
US0001298,C00000991,13237026,GB21ERUP194014602196
US0001299,C00000841,46381865,GB30VOYW174742930409
US0001300,C00000033,13512654,GB34FQVQ723857965414
US0001301,C00000507,47515196,GB69QZPR161582456793
US0001302,C00000259,45326414,GB58WKVS759167368517
US0001303,C00000825,6166000,GB36OAUG434584077804
US0001304,C00000516,52701707,GB31GBIQ781827150429
US0001305,C00000547,3526032,GB95ZEIS111284391232
US0001306,C00000065,14969099,GB47OFNE616931633019
US0001307,C00000467,3805700,GB38FMHB695085352023
US0001308,C00000712,49363363,GB18FFFU631038615966
US0001309,C00000488,58778501,GB69UKGK995625892384
US0001310,C00000881,95192033,GB52WXHS468084370034
US0001311,C00000155,47705847,GB49VSQV620097792308
US0001312,C00000639,12715701,GB58PCVL997317350306
US0001313,C00000339,28062879,GB61AQOT567202316271
US0001314,C00000722,70568598,GB80ILNI039358368788
US0001315,C00000758,40461138,GB83BYRT532515435363
US0001316,C00000902,61320156,GB71GWAN999674052909
US0001317,C00000161,45172470,GB36KUTI244355337521
US0001318,C00000616,90428036,GB91LLMV723458808876
US0001319,C00000010,69691441,GB21ISGJ205750182931
US0001320,C00000687,25536205,GB63NVPM422697002946
US0001321,C00000847,49297195,GB46BLZL947940833578
US0001322,C00000788,95840345,GB07GANL195530728838
US0001323,C00000862,37564609,GB77UHKX064298362939
US0001324,C00000215,11355083,GB43OTMG267390278348
US0001325,C00000502,1912200,GB74EVAR593242450019
US0001326,C00000597,76092542,GB43DADR920102206803
US0001327,C00000641,13647241,GB38ULPV211492173696
US0001328,C00000729,49980775,GB07NOAV902675822469
US0001329,C00000510,24250262,GB92AJSY805152592681
US0001330,C00000551,48331419,GB52VIDV456373913935
US0001331,C00000530,61219675,GB25PRSA798617857467
US0001332,C00000738,92013230,GB12YYWX540480372868
US0001333,C00000354,42981291,GB53ZKTZ847290923208
US0001334,C00000370,92982746,GB35GQBP879778870784
US0001335,C00000866,51163267,GB81ITWJ941259935165
US0001336,C00000524,16402974,GB70TXUE224673673668
US0001337,C00000229,33348657,GB56MLKF169208030354
US0001338,C00000277,21161500,GB06XKHM141361498406
US0001339,C00000374,34925282,GB20IGCO618119841651
US0001340,C00000387,10796422,GB85FYIN958399447810
US0001341,C00000437,4725731,GB58JYKX709160906739
US0001342,C00000419,41601567,GB06ICYT057577348971
US0001343,C00000056,27943488,GB58CCGD550524309848
US0001344,C00000399,57665514,GB31ZRKI594490719668
US0001345,C00000072,10764389,GB09CWNS233184244558
US0001346,C00000313,7048048,GB12RLXW288884693987
US0001347,C00000328,63333024,GB86HGEB128878551837
US0001348,C00000684,19544938,GB11HKZR959959849255
US0001349,C00000805,13382173,GB65XDAH878802466123
US0001350,C00000513,6888850,GB37YQLD372767270542
US0001351,C00000221,83770966,GB55CXVW874642908490
US0001352,C00000063,32642568,GB71VAVB246665575802
US0001353,C00000103,68824593,GB34ZBYC116033764371
US0001354,C00000021,32139692,GB67VKUQ239370483369
US0001355,C00000907,98189008,GB63PYEF383943492633
US0001356,C00000381,62775211,GB08YVZS622328222747
US0001357,C00000830,37782485,GB63YJAC418411664435
US0001358,C00000598,68875462,GB84HPWX894905759887
US0001359,C00000504,94017705,GB84QXWJ139318703648
US0001360,C00000798,57845713,GB92BWIJ948415089340
US0001361,C00000906,69051854,GB07PTUO682021486836
US0001362,C00000536,81399495,GB76OSFV452545099930
US0001363,C00000085,88096496,GB34NWKC429448535730
US0001364,C00000403,5848686,GB60NYQY270695651750
US0001365,C00000682,99764660,GB17UFYG440363109531
US0001366,C00000272,34928978,GB98QHAX440209780327
US0001367,C00000482,3734618,GB50GVFU390749610467
US0001368,C00000346,23818741,GB10ONAX842345196284
US0001369,C00000850,66439668,GB11GINL029287460595
US0001370,C00000576,27216004,GB66FVDS229328240766
US0001371,C00000372,56369358,GB24GTIB004983887347
US0001372,C00000040,33605000,GB57KWDL128001987525
US0001373,C00000916,7135471,GB52WZAA636021340836
US0001374,C00000509,95966092,GB97TGDX531177409909
US0001375,C00000552,37865056,GB62KZZH723312393337
US0001376,C00000043,26660507,GB06YTSP504481694484
US0001377,C00000204,12814541,GB76LQAA320422287255
US0001378,C00000218,44318395,GB30FHBE221876249734
US0001379,C00000831,19344845,GB61RUPK943657845812
US0001380,C00000667,38295571,GB83SHBA072198951883
US0001381,C00000573,87126376,GB90PEXD113582530094
US0001382,C00000863,70399813,GB22CLTL800050377656
US0001383,C00000919,3979900,GB74DNHS937073255197
US0001384,C00000448,90053876,GB98GKIF570794425544
US0001385,C00000262,42783550,GB20UEYY498142104291
US0001386,C00000953,92029122,GB57EXNE794114943272
US0001387,C00000984,841483,GB88SNBY590999731789
US0001388,C00000990,99575866,GB71PDHK452450263834
US0001389,C00000839,56305918,GB69PZFA832832912451
US0001390,C00000337,15942552,GB41TVPX131934678158
US0001391,C00000934,15202096,GB78EQOD439285817370
US0001392,C00000102,54934626,GB98MADR503739568388
US0001393,C00000068,10875655,GB20IDPN297121588989
US0001394,C00000926,48780462,GB66GBPD850335628899
US0001395,C00000981,29298002,GB94GLJZ877935690158
US0001396,C00000653,37488291,GB41JHMX792789995447
US0001397,C00000260,5712467,GB78MXPZ769694195881
US0001398,C00000254,60313633,GB61IMZM262871598720
US0001399,C00000965,9950507,GB65ZZYU510132312113
US0001400,C00000793,21701765,GB77RTVM861024133956
US0001401,C00000005,5773850,GB17QITB117837637018
US0001402,C00000685,52278921,GB08SQMS820375332188
US0001403,C00000322,90900080,GB22UJXO235649564637
US0001404,C00000808,89802031,GB07SWTF419359237482
US0001405,C00000702,15735720,GB42GPMO331466478782
US0001406,C00000032,19047443,GB81FKRI148605563780
US0001407,C00000007,96109728,GB82EADA773459595944
US0001408,C00000156,47623175,GB31DPAG161778108443
US0001409,C00000725,10731586,GB12OHEA255379615501
US0001410,C00000644,60332549,GB64FQSG841033296183
US0001411,C00000832,61354939,GB89SDOY563556800699
US0001412,C00000306,67952661,GB97ZKBF238323587301
US0001413,C00000587,78936262,GB33KYOK613225559879
US0001414,C00000666,70275251,GB02QJYN826265185987
US0001415,C00000733,48340590,GB56VLSG824087403831
US0001416,C00000428,88401875,GB63RBXO325526319142
US0001417,C00000893,64050308,GB71YYSV686920851915
US0001418,C00000121,39121104,GB72JLWT996789684461
US0001419,C00000730,15986362,GB79AMPI147221243600
US0001420,C00000310,80115317,GB83BMXU901261010714
US0001421,C00000692,81160431,GB23IQJQ289642896339
US0001422,C00000397,40650718,GB08YVQV413703350138
US0001423,C00000429,2296183,GB85FVOU317704304657
US0001424,C00000783,4225899,GB33VOUR423934306250
US0001425,C00000803,18836334,GB02IXXF833395459494
US0001426,C00000201,68401696,GB23CNLA606832154026
US0001427,C00000431,93427299,GB94JDHT660999947100
US0001428,C00000819,84149970,GB62ICUU596451816707
US0001429,C00000245,60116443,GB87YUCM507985030862
US0001430,C00000787,73544978,GB04MOAV520431591563
US0001431,C00000873,98425783,GB08VKYQ478341765707
US0001432,C00000976,21725999,GB85PRXJ978470344534
US0001433,C00000125,39076217,GB70WMDC825227585264
US0001434,C00000998,84695788,GB34WSMG077706670396
US0001435,C00000475,47791615,GB89APDY999740693199
US0001436,C00000074,57334389,GB83BNWD222280034180
US0001437,C00000855,49685310,GB38CEDV434885131063
US0001438,C00000233,77126888,GB87HTLH651615749436
US0001439,C00000833,74536133,GB25HGYA070888434340
US0001440,C00000776,22007618,GB57XBNS097210489926
US0001441,C00000384,65030864,GB75IZPI177204076097
US0001442,C00000402,36358081,GB80JPTO691370984540
US0001443,C00000770,82785982,GB15XKOU871270872257
US0001444,C00000715,38275623,GB90BFSV167351275586
US0001445,C00000391,56719257,GB70VQZI147796141019
US0001446,C00000869,24451186,GB72YZMK184960178663
US0001447,C00000864,79935421,GB54TGFZ938109153718
US0001448,C00000842,17762606,GB87BPYO990015033036
US0001449,C00000106,10769293,GB79XJFL618491087897
US0001450,C00000532,17794084,GB61YFTX185146197095
US0001451,C00000891,44750549,GB74ZXPV185021280362
US0001452,C00000806,14984111,GB50MPHJ187343578178
US0001453,C00000164,15803618,GB34BTJO368915233541
US0001454,C00000098,76159401,GB42SEQA303378304952
US0001455,C00000795,8992183,GB03JPFQ761740882536
US0001456,C00000623,96496772,GB28ZECE513781377341
US0001457,C00000181,63193999,GB90GQTN572711573763
US0001458,C00000226,57487041,GB39BBWE630010372434
US0001459,C00000050,44166471,GB41WOXE053083141437
US0001460,C00000356,69098332,GB58GSVV510057319053
US0001461,C00000286,90703472,GB85GNBO702343341551
US0001462,C00000414,64430832,GB31DWLR896497405617
US0001463,C00000900,62270667,GB51GNTG733156672202
US0001464,C00000118,90574265,GB03RALN958758671829
US0001465,C00000886,18624102,GB14CXAF209585986165
US0001466,C00000058,23400224,GB92SBJU384876827877
US0001467,C00000154,283181,GB12UCOL776620199537
US0001468,C00000903,55448892,GB49DGNO421956171447
US0001469,C00000330,24451326,GB94ZHZL985491413523
US0001470,C00000059,85739866,GB66VXBW554261591302
US0001471,C00000134,78971686,GB09PARC535481979415
US0001472,C00000360,81801122,GB80SIYE298244795516
US0001473,C00000196,64371709,GB15MTAZ310231136435
US0001474,C00000975,31409698,GB69QOLV484934457767
US0001475,C00000720,74780789,GB39ARDO803503647263
US0001476,C00000225,77523593,GB64UKLE095348574775
US0001477,C00000648,66667972,GB11KBTJ109488334051
US0001478,C00000319,54126664,GB32XDUP319974790788
US0001479,C00000664,63824159,GB42DRMC684506688363
US0001480,C00000081,26655631,GB50XQAW312021910917
US0001481,C00000604,48616206,GB42PETV984438317577
US0001482,C00000341,27966805,GB90KUZU589124317874
US0001483,C00000097,76313560,GB33MLGU414043829615
US0001484,C00000141,10091549,GB36GEEE662084547802
US0001485,C00000568,53812681,GB89VIEN986601464003
US0001486,C00000762,59794517,GB95URZV775867551733
US0001487,C00000748,9795416,GB62LOLT986333264127
US0001488,C00000413,62861605,GB25PSPY998869495012
US0001489,C00000699,25544554,GB62GIUG423055897490
US0001490,C00000957,20451627,GB58ERHD837528297155
US0001491,C00000523,32288165,GB07RRSB221972058364
US0001492,C00000939,81211197,GB50KVSY437033883521
US0001493,C00000002,42799221,GB15HNBE420524118240
US0001494,C00000067,85889530,GB59FSYZ213669607299
US0001495,C00000146,91365472,GB04QTRZ795392429872
US0001496,C00000845,33500334,GB45YIPC011749850829
US0001497,C00000592,22527974,GB49QHUI379908596616
US0001498,C00000987,36347109,GB33JMMP945579191505
US0001499,C00000451,88633555,GB35XKNZ890196641740
US0001500,C00000890,36351114,GB26NHVT712031119618
US0001501,C00000404,28674920,GB74NHCH509379571020
US0001502,C00000713,49150130,GB62EJKR611394265304
US0001503,C00000868,39195547,GB84MGUR468062138830
US0001504,C00000654,25347618,GB17VOUX663630247849
US0001505,C00000312,11701667,GB25KDXC085023261409
US0001506,C00000347,89232515,GB55TOTS231014199405
US0001507,C00000914,26142925,GB58BGAC084816588731
US0001508,C00000093,52165840,GB17XCUF158857394125
US0001509,C00000724,81394622,GB05EZWF962292907339
US0001510,C00000436,27802802,GB63VSXD882461250506
US0001511,C00000827,48851924,GB43QBEN377625762346
US0001512,C00000197,39581054,GB34HKVO069295333261
US0001513,C00000772,63071181,GB33ERHA357224502703
US0001514,C00000982,39787073,GB31KRRQ116405057632
US0001515,C00000801,24487360,GB81XYRA990421069071
US0001516,C00000505,20265750,GB68UIOF907147775706
US0001517,C00000718,39275000,GB34CPMA934102489891
US0001518,C00000755,23540220,GB17MMCR165599335332
US0001519,C00000016,78138397,GB07GJDN120613420550
US0001520,C00000386,69882217,GB81PAJN729983466520
US0001521,C00000716,90257713,GB67JING456969281696
US0001522,C00000465,11179488,GB47GISX163624300764
US0001523,C00000321,9616364,GB66HBCV354754266801
US0001524,C00000973,3880209,GB16JKJL583813739176
US0001525,C00000053,95712391,GB67SCEC229735990860
US0001526,C00000539,86624016,GB19YJPX754867378899
US0001527,C00000231,53971667,GB63EYEW567664125784
US0001528,C00000756,56471240,GB69KDJM668244718042
US0001529,C00000382,80533265,GB02YUVZ639693969061
US0001530,C00000563,79030294,GB98OTEK988609149863
US0001531,C00000633,81709864,GB56XFGR453091839538
US0001532,C00000333,61290006,GB50XXAC468175119522
US0001533,C00000780,47229084,GB49LRDG519267554530
US0001534,C00000625,30201697,GB24RNOH753418036986
US0001535,C00000158,65578823,GB84TIZF118971139944
